section Arc ahead  
section amcl_linear_Y_ahead  
W_X 1.01429 W_Y -0.0926791 A -173.135All_adjust1  -0.0136394 flag_plus 5 OX 1.17246 O_Y -0.657995 
W_X 0.980801 W_Y -0.0962967 A -173.118All_adjust1  -0.0150559 flag_plus 5 OX 1.13894 O_Y -0.665978 
W_X 0.947697 W_Y -0.100292 A -173.391All_adjust1  -0.0157435 flag_plus 5 OX 1.1065 O_Y -0.673701 
W_X 0.915094 W_Y -0.10407 A -173.589All_adjust1  -0.01618 flag_plus 5 OX 1.07453 O_Y -0.681152 
W_X 0.883033 W_Y -0.107672 A -173.812All_adjust1  -0.0166991 flag_plus 5 OX 1.04309 O_Y -0.688366 
W_X 0.851909 W_Y -0.111331 A -174.029All_adjust1  -0.0172944 flag_plus 5 OX 1.01214 O_Y -0.695341 
W_X 0.822257 W_Y -0.115377 A -174.441All_adjust1  -0.0180158 flag_plus 5 OX 0.981683 O_Y -0.702079 
W_X 0.792388 W_Y -0.118337 A -174.439All_adjust1  -0.0180502 flag_plus 5 OX 0.952259 O_Y -0.708357 
W_X 0.762989 W_Y -0.121199 A -174.439All_adjust1  -0.0186223 flag_plus 5 OX 0.923371 O_Y -0.714519 
W_X 0.734131 W_Y -0.124009 A -174.724All_adjust1  -0.0190424 flag_plus 5 OX 0.895015 O_Y -0.720569 
W_X 0.705806 W_Y -0.126624 A -174.724All_adjust1  -0.0193811 flag_plus 5 OX 0.867166 O_Y -0.726365 
W_X 0.677721 W_Y -0.122325 A -174.882All_adjust1  -0.0165544 flag_plus 5 OX 0.839317 O_Y -0.732161 
W_X 0.622338 W_Y -0.121235 A -175.649All_adjust1  -0.0185247 flag_plus 5 OX 0.784691 O_Y -0.743531 
W_X 0.595614 W_Y -0.123269 A -175.649All_adjust1  -0.0193152 flag_plus 5 OX 0.758394 O_Y -0.748703 
W_X 0.568886 W_Y -0.125302 A -175.947All_adjust1  -0.0191207 flag_plus 5 OX 0.732093 O_Y -0.753875 
W_X 0.54324 W_Y -0.127119 A -176.139All_adjust1  -0.0193241 flag_plus 5 OX 0.70684 O_Y -0.758705 
W_X 0.518681 W_Y -0.128777 A -176.139All_adjust1  -0.0195562 flag_plus 5 OX 0.682648 O_Y -0.763248 
W_X 0.494665 W_Y -0.130398 A -176.139All_adjust1  -0.0198132 flag_plus 5 OX 0.65899 O_Y -0.767691 
W_X 0.470252 W_Y -0.134654 A -176.076All_adjust1  -0.0213007 flag_plus 5 OX 0.635333 O_Y -0.772134 
W_X 0.423064 W_Y -0.139632 A -176.506All_adjust1  -0.0218567 flag_plus 5 OX 0.5891 O_Y -0.780816 
W_X 0.399586 W_Y -0.141066 A -176.506All_adjust1  -0.0208222 flag_plus 5 OX 0.565947 O_Y -0.784968 
W_X 0.377744 W_Y -0.142399 A -176.828All_adjust1  -0.0215573 flag_plus 5 OX 0.544408 O_Y -0.78883 
W_X 0.356442 W_Y -0.14358 A -176.983All_adjust1  -0.0217014 flag_plus 5 OX 0.523388 O_Y -0.792477 
W_X 0.335684 W_Y -0.144674 A -177.28All_adjust1  -0.0218623 flag_plus 5 OX 0.502898 O_Y -0.795975 
W_X 0.315469 W_Y -0.145634 A -177.28All_adjust1  -0.0219774 flag_plus 5 OX 0.48293 O_Y -0.799277 
W_X 0.297085 W_Y -0.145001 A -177.265All_adjust1  -0.0213937 flag_plus 5 OX 0.462963 O_Y -0.802579 
W_X 0.259909 W_Y -0.145901 A -177.802All_adjust1  -0.0222744 flag_plus 5 OX 0.425185 O_Y -0.808827 
W_X 0.240777 W_Y -0.146635 A -177.802All_adjust1  -0.0220863 flag_plus 5 OX 0.406266 O_Y -0.811771 
W_X 0.223273 W_Y -0.147307 A -178.074All_adjust1  -0.0221935 flag_plus 5 OX 0.388958 O_Y -0.814465 
W_X 0.206324 W_Y -0.147877 A -178.254All_adjust1  -0.0222564 flag_plus 5 OX 0.372189 O_Y -0.816993 
W_X 0.189922 W_Y -0.148377 A -178.415All_adjust1  -0.0223253 flag_plus 5 OX 0.355954 O_Y -0.819388 
W_X 0.174041 W_Y -0.148816 A -178.67All_adjust1  -0.022383 flag_plus 5 OX 0.340231 O_Y -0.821663 
W_X 0.158158 W_Y -0.149185 A -178.924All_adjust1  -0.0224255 flag_plus 5 OX 0.324498 O_Y -0.823868 
